pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,starring,60547,few,0.0,0.0,0.325,0.2749999999999999,0.175,0.35,4000
P1,starring,60547,many,0.0,0.0,0.0,0.0,0.0,0.0,11
P1,starring,60547,single,1.6,1.9,2.5250000000000004,2.475,0.8750000000000001,2.5250000000000004,4000
P10,narrator,1897,few,0.0,0.0,0.3937007874015747,0.7874015748031495,0.0,0.0,254
P10,narrator,1897,many,0.0,0.0,0.0,0.0,0.0,0.0,8
P10,narrator,1897,single,0.6718924972004479,1.1198208286674132,1.007838745800672,1.4557670772676372,0.5599104143337066,1.3437849944008955,893
P11,showJudge,886,few,0.0,0.0,2.8301886792452833,4.716981132075472,0.9433962264150944,4.716981132075472,106
P11,showJudge,886,many,0.0,0.0,0.0,0.0,0.0,0.0,4
P11,showJudge,886,single,2.380952380952381,3.4013605442176873,4.081632653061225,4.931972789115646,2.0408163265306123,4.2517006802721085,588
P11,storyEditor,27,many,0.0,0.0,0.0,0.0,0.0,0.0,110
P11,storyEditor,27,single,0.3401360544217687,0.5102040816326531,0.6802721088435374,0.6802721088435374,0.3401360544217687,0.6802721088435374,588
P12,creativeDirector,192,few,0.0,0.0,0.0,0.0,0.0,0.0,16
P12,creativeDirector,192,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P12,creativeDirector,192,single,3.8461538461538463,3.8461538461538463,3.8461538461538463,5.769230769230769,0.0,5.769230769230769,52
P2,director,8321,few,0.0,0.0,0.0,0.0,0.0,0.0704721634954193,1419
P2,director,8321,many,0.0,0.0,0.0,0.0,0.0,0.0,5
P2,director,8321,single,0.4929143561306223,0.5545286506469501,0.8009858287122612,0.8009858287122612,0.1848428835489833,0.7393715341959335,1623
P3,executiveProducer,7193,few,0.0,0.0,0.1657000828500414,0.2485501242750621,0.0828500414250207,0.4971002485501243,1207
P3,executiveProducer,7193,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P3,executiveProducer,7193,single,1.8564356435643563,2.0420792079207923,2.5371287128712874,2.599009900990099,0.8044554455445545,3.094059405940594,1616
P4,presenter,6955,few,0.0,0.0,0.4012841091492776,0.4815409309791332,0.0,0.3210272873194221,1246
P4,presenter,6955,many,0.0,0.0,0.0,0.0,0.0,0.0,9
P4,presenter,6955,single,2.050359712230216,2.6258992805755397,3.2733812949640293,3.201438848920863,1.4028776978417266,3.4532374100719423,2780
P5,creator,6755,few,0.0919117647058823,0.0919117647058823,1.1948529411764706,0.7352941176470588,0.0919117647058823,1.4705882352941175,1088
P5,creator,6755,many,0.0,0.0,0.0,0.0,0.0,0.0,4
P5,creator,6755,single,2.5607064017660046,3.2229580573951435,4.194260485651214,3.8852097130242824,1.545253863134658,4.150110375275938,2265
P6,voice,6364,few,0.0,0.0,0.1096491228070175,0.1096491228070175,0.0,0.219298245614035,912
P6,voice,6364,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P6,voice,6364,single,0.9174311926605504,1.0484927916120577,1.2450851900393185,1.1140235910878111,0.4587155963302752,1.2450851900393185,1526
P7,producer,4764,few,0.0,0.0,0.1312335958005249,0.0,0.0,0.1312335958005249,762
P7,producer,4764,many,0.0,0.0,0.0,0.0,0.0,0.0,6
P7,producer,4764,single,1.1124121779859486,1.3466042154566744,1.5222482435597189,1.4637002341920375,0.5269320843091335,1.756440281030445,1708
P8,author,4612,few,0.0,0.0,0.233644859813084,0.3504672897196261,0.116822429906542,0.3504672897196261,856
P8,author,4612,many,0.0,0.0,0.0,0.0,0.0,0.0,9
P8,author,4612,single,1.00688924218336,1.1128775834658189,1.8547959724430312,1.5368309485956544,0.7949125596184419,1.5898251192368835,1887
P9,composer,2771,few,0.0,0.0,0.2392344497607655,0.2392344497607655,0.0,0.2392344497607655,418
P9,composer,2771,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P9,composer,2771,single,0.6472491909385114,0.8090614886731391,0.9708737864077668,1.6181229773462782,0.3236245954692557,1.4563106796116505,618
